;1_1;1_2;1_3;1_4;1_5;1_6;1_7;1_8;1_9;1_10;1_11;1_12;1_13;1_14;1_16;1_17;1_18;1_21;1_22;2_1;2_2;2_3;2_4;2_5;2_6;2_7;2_8;2_9;2_10;2_11;2_12;2_13;2_14;2_16;2_17;2_18;2_21;2_22;3_1;3_2;3_3;3_4;3_5;3_6;3_7;3_8;3_9;3_10;3_11;3_12;3_13;3_14;3_16;3_17;3_18;3_21;3_22;4_1;4_2;4_3;4_4;4_5;4_6;4_7;4_8;4_9;4_10;4_11;4_12;4_13;4_14;4_16;4_17;4_18;4_21;4_22;5_1;5_2;5_3;5_4;5_5;5_6;5_7;5_8;5_9;5_10;5_11;5_12;5_13;5_14;5_16;5_17;5_18;5_21;5_22;6_1;6_2;6_3;6_4;6_5;6_6;6_7;6_8;6_9;6_10;6_11;6_12;6_13;6_14;6_16;6_17;6_18;6_21;6_22;7_1;7_2;7_3;7_4;7_5;7_6;7_7;7_8;7_9;7_10;7_11;7_12;7_13;7_14;7_16;7_17;7_18;7_21;7_22;8_1;8_2;8_3;8_4;8_5;8_6;8_7;8_8;8_9;8_10;8_11;8_12;8_13;8_14;8_16;8_17;8_18;8_21;8_22;9_1;9_2;9_3;9_4;9_5;9_6;9_7;9_8;9_9;9_10;9_11;9_12;9_13;9_14;9_16;9_17;9_18;9_21;9_22;10_1;10_2;10_3;10_4;10_5;10_6;10_7;10_8;10_9;10_10;10_11;10_12;10_13;10_14;10_16;10_17;10_18;10_21;10_22;11_1;11_2;11_3;11_4;11_5;11_6;11_7;11_8;11_9;11_10;11_11;11_12;11_13;11_14;11_16;11_17;11_18;11_21;11_22;12_1;12_2;12_3;12_4;12_5;12_6;12_7;12_8;12_9;12_10;12_11;12_12;12_13;12_14;12_16;12_17;12_18;12_21;12_22;13_1;13_2;13_3;13_4;13_5;13_6;13_7;13_8;13_9;13_10;13_11;13_12;13_13;13_14;13_16;13_17;13_18;13_21;13_22;14_1;14_2;14_3;14_4;14_5;14_6;14_7;14_8;14_9;14_10;14_11;14_12;14_13;14_14;14_17;14_18;14_22;16_1;16_2;16_3;16_4;16_5;16_6;16_7;16_8;16_9;16_10;16_11;16_12;16_13;16_14;16_16;16_17;16_18;16_22;17_1;17_2;17_3;17_4;17_5;17_6;17_7;17_8;17_9;17_10;17_11;17_12;17_13;17_14;17_16;17_17;17_18;17_21;17_22;18_1;18_2;18_3;18_4;18_5;18_6;18_7;18_8;18_9;18_10;18_11;18_12;18_13;18_14;18_16;18_17;18_18;18_21;18_22;21_1;21_2;21_3;21_4;21_5;21_6;21_7;21_8;21_9;21_10;21_11;21_12;21_13;21_17;21_18;21_22;22_1;22_2;22_3;22_4;22_5;22_6;22_7;22_8;22_9;22_10;22_11;22_12;22_13;22_14;22_16;22_17;22_18;22_21;22_22
237;91806;33976;1197;29233;28983;7097;1491;9652;1030;9114;37949;28213;912;0;2196;0;1761;0;0;32519;11935;417;10245;10173;2537;535;3460;344;3202;13381;10004;334;0;738;0;613;0;0;2235;823;28;723;713;175;38;225;26;237;920;683;20;0;54;0;43;0;0;32114;11920;421;10153;10135;2478;523;3414;379;3191;13299;9791;311;0;846;0;614;0;0;32793;12147;439;10457;10296;2538;536;3411;383;3273;13598;9948;310;0;828;0;635;0;0;6631;2423;81;2098;2070;496;104;692;67;642;2732;2069;70;0;144;0;133;0;0;1512;550;18;478;472;120;21;159;14;153;617;479;16;0;27;0;27;0;0;7508;2740;95;2306;2349;588;121;780;77;743;3112;2301;82;0;153;0;132;0;0;1544;586;22;479;481;125;28;163;15;153;640;450;14;0;36;0;28;0;0;11907;4393;155;3816;3783;926;190;1217;141;1176;4922;3647;110;0;288;0;231;0;0;36697;13589;472;11583;11458;2836;601;3848;404;3604;15051;11198;371;0;891;0;711;0;0;28844;10611;381;9228;9204;2187;452;3019;348;2870;11944;8778;278;0;738;0;541;0;0;375;131;4;118;122;26;5;38;4;37;151;121;3;0;9;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1665;657;18;441;468;144;36;207;18;153;675;459;18;0;36;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1671;627;21;530;517;123;29;188;20;161;681;523;16;0;45;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
238;28441;9379;1665;11586;11231;2126;833;3237;300;4255;13478;8225;0;0;0;203252;385;0;0;10458;3403;613;4246;4096;779;303;1180;109;1542;4935;3003;0;0;0;70882;142;0;0;2159;715;120;870;836;151;61;233;24;303;1014;604;0;0;0;13664;35;0;0;11119;3639;650;4465;4405;829;331;1254;113;1690;5192;3245;0;0;0;81130;151;0;0;10518;3457;620;4240;4095;790;317;1200;102;1569;4976;3034;0;0;0;76860;136;0;0;1698;549;105;691;666;120;50;192;17;269;801;496;0;0;0;13664;24;0;0;362;112;19;144;138;30;10;39;3;60;166;109;0;0;0;4270;4;0;0;2738;895;167;1121;1075;208;86;300;23;411;1304;797;0;0;0;21350;36;0;0;656;223;40;267;262;47;17;77;6;89;314;182;0;0;0;3416;8;0;0;2437;782;145;970;979;179;80;289;23;378;1153;720;0;0;0;23912;30;0;0;14007;4610;826;5733;5489;1039;409;1571;146;2067;6555;4026;0;0;0;98210;190;0;0;6832;2226;404;2740;2699;512;206;778;70;1044;3219;1953;0;0;0;53802;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;854;0;0;0;854;0;0;0;0;0;0;0;0;0;0;364231;0;0;0;810;273;45;324;319;56;21;89;12;110;385;226;0;0;0;4270;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
239;258121;92258;8332;85271;86256;20847;7649;39980;3187;38516;109970;90892;1582;0;292;8549;2446;0;412;108343;38781;3498;35751;36107;8787;3191;16669;1326;16023;46241;37960;656;0;124;3720;1045;0;186;15395;5709;528;5151;5150;1265;432;2382;198;2256;6588;5381;98;0;30;515;135;0;32;91603;32883;2967;30135;30489;7427;2675;14199;1142;13581;38985;32265;570;0;110;3007;877;0;154;81271;28900;2539;26829;27028;6489;2466;12551;1001;12132;34577;28482;497;0;76;2505;755;0;116;23012;8232;748;7579;7724;1830;682;3532;284;3436;9812;8074;139;0;28;814;218;0;38;5293;1831;162;1753;1728;416;153;844;72;807;2227;1873;37;0;6;120;50;0;6;42705;15416;1413;14091;14244;3483;1226;6555;548;6388;18170;15077;268;0;64;1401;390;0;76;4722;1743;165;1564;1562;387;126;717;55;706;2012;1666;31;0;8;144;45;0;12;32665;11598;1011;10773;10935;2603;975;4997;383;4851;13888;11504;201;0;24;1078;314;0;60;113639;40528;3675;37521;37886;9159;3371;17595;1409;16901;48205;39938;703;0;132;3740;1080;0;178;93172;33464;3067;30711;31166;7542;2735;14363;1150;13840;39678;32640;575;0;116;3131;869;0;148;2013;739;67;660;668;166;53;307;24;294;852;705;10;0;4;72;20;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1146;434;36;382;390;94;30;166;14;174;490;396;6;0;1;48;12;4;8707;2976;277;2897;3087;650;312;1359;120;1298;3724;3013;48;0;0;276;48;0;0;2587;908;96;845;876;209;76;415;32;379;1097;923;15;0;2;120;21;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1026;372;34;338;350;84;30;154;10;138;444;364;6;0;0;48;12;0;1
245;11613790;3959549;509123;5168874;4598872;992097;281249;1321239;87383;3009927;3873011;3363776;206181;6776;252243;9649884;319353;53898;312543;3713891;1266436;162553;1653680;1472509;317202;90284;421209;27977;964840;1235972;1078141;66301;2167;79797;3079125;102472;17126;99639;483797;165399;21115;214650;191302;41612;11568;54872;3613;125059;161256;139970;8586;294;10609;400841;13280;2251;12847;5411026;1840760;237520;2407915;2143210;462776;130841;617358;40762;1403135;1803624;1564505;96092;3123;118104;4483664;148828;25252;146289;4539848;1545923;199274;2018510;1796460;388337;109785;516564;34040;1176749;1512369;1312334;80722;2650;99034;3760942;124791;21122;122424;916623;313230;39964;406444;362479;78210;22068;103963;6845;236703;305507;265326;16213;547;19920;756654;25131;4242;24343;268231;91204;11916;119389;106359;23076;6441;30470;2003;70037;89081;77617;4830;161;5906;223335;7428;1268;7292;1455081;495783;63784;646962;575532;124133;35194;165600;10928;376390;485847;420593;25630;831;31362;1206721;39841;6752;39177;95777;32519;4215;42648;38008;8203;2329;10960;703;24884;31854;27670;1713;54;2102;77760;2618;448;2608;2817453;959888;123995;1250620;1115515;242061;67789;319994;21058;730236;936845;813644;50267;1674;62206;2322383;77364;13185;75581;4036609;1376500;176790;1798371;1598967;344329;97993;459369;30504;1047124;1345620;1171039;71565;2356;87094;3355068;111115;18680;108741;3234804;1101307;142044;1440450;1283290;276798;78449;367951;24352;841477;1075490;936396;57811;1898;70100;2667362;89133;15017;87153;198699;67427;8718;88288;78542;17051;4746;22754;1479;51289;66279;57185;3486;117;4425;165941;5424;934;5348;2864;1017;118;1267;1142;245;67;321;22;744;926;840;51;1;2416;78;64;220117;76219;9579;97006;86774;18888;5266;25086;1622;56276;73724;64062;3807;145;4753;180289;5975;5674;10603756;3610459;464771;4739726;4206050;907338;255693;1213631;81916;2757835;3540414;3085176;187027;5988;231507;8826301;294285;51008;286458;331347;112448;14530;147497;131169;28329;7962;37919;2512;85851;110420;95682;5916;192;7255;272985;9045;1553;9006;56962;19490;2487;25233;22486;4866;1354;6496;426;14622;19063;16470;998;45638;1552;1494;395997;134385;17435;176376;156288;33869;9466;45495;2978;102142;132486;114090;7000;230;8732;331236;10839;1887;10731
246;428275;112948;24992;216249;175640;29467;5846;74905;4457;88948;169274;130022;9164;56;1974;2450024;11258;0;1816;122256;32131;7099;61664;50090;8429;1706;21443;1290;25387;48270;37205;2598;18;578;694344;3247;0;497;30568;8141;1770;15353;12451;2108;444;5433;341;6314;12027;9464;650;13;152;163405;876;0;114;205081;53906;11947;103285;84069;14039;2724;35534;2096;42626;81024;61751;4420;17;890;1190872;5287;0;889;164202;43128;9569;82916;67161;11179;2185;28485;1648;34207;64938;49484;3531;16;711;952484;4273;0;717;30723;8081;1792;15536;12676;2080;410;5328;338;6377;12253;9250;655;1;137;185939;757;0;128;8970;2358;516;4556;3687;630;120;1587;100;1834;3561;2744;192;1;43;50198;238;0;32;83441;21991;4827;42271;34272;5787;1149;14535;864;17356;32956;25362;1771;6;393;470821;2190;0;336;5729;1504;319;2909;2389;377;76;1017;55;1196;2258;1766;122;2;27;32114;162;0;22;83288;21857;4846;42004;34055;5713;1142;14450;850;17205;32869;25119;1784;8;363;479045;2178;0;362;158530;41646;9213;80046;64980;10757;2103;27578;1636;32975;62481;47880;3396;15;699;918603;4099;0;684;147778;38995;8536;74749;60616;10250;2056;25938;1534;30681;58320;44850;3136;18;699;826092;3939;0;592;9356;2482;550;4680;3809;645;128;1649;98;1936;3684;2864;190;2;46;51642;253;0;40;870;236;47;438;351;64;15;165;9;178;339;282;18;0;3678;32;2;3582;946;208;1840;1491;253;53;633;39;753;1425;1101;74;0;15;20351;95;12;955804;239868;57275;482618;397342;53131;8650;158117;8344;205063;383409;277308;21918;0;1717;6762003;22022;0;6629;18374;4881;1044;9273;7471;1323;274;3282;190;3774;7229;5661;387;0;97;95674;496;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3740;1027;246;1841;1485;262;64;690;44;754;1440;1208;80;4;24;15439;128;0;15
247;176121;65269;6372;69536;65203;15753;4681;34193;4145;26342;67799;55088;2162;0;0;0;784;0;593;68381;25200;2561;26879;25222;6092;1803;12974;1573;10208;26111;21143;819;0;0;0;308;0;225;9072;3289;325;3526;3308;806;249;1696;193;1328;3442;2734;102;0;0;0;40;0;26;68272;25321;2506;26796;25268;6112;1782;13198;1605;10232;26209;21266;837;0;0;0;306;0;232;60131;22253;2178;23684;22155;5388;1592;11627;1406;9010;23165;18732;738;0;0;0;269;0;211;13947;5158;494;5488;5162;1225;370;2749;332;2094;5389;4379;171;0;0;0;60;0;50;4823;1797;167;1930;1784;430;120;932;116;707;1866;1520;57;0;0;0;20;0;16;28177;10651;1034;11162;10528;2501;748;5460;686;4346;10915;8900;356;0;0;0;133;0;105;2983;1127;119;1179;1126;268;76;574;66;468;1146;932;39;0;0;0;15;0;12;25930;9592;960;10184;9558;2306;701;4894;588;3828;9886;7989;308;0;0;0;121;0;88;63475;23614;2304;25063;23466;5661;1670;12290;1506;9562;24310;19831;783;0;0;0;288;0;221;50050;18682;1868;19798;18615;4471;1312;9685;1192;7587;19286;15576;616;0;0;0;230;0;177;1402;531;54;555;528;129;39;274;33;220;543;446;15;0;0;0;7;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;998;367;38;390;364;90;28;182;21;143;375;301;11;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
248;560211;210710;48031;187673;209415;64392;10324;80606;7299;97687;207767;175525;8622;0;5233;0;10691;3867;3657;187474;70500;16027;62662;70025;21675;3460;27005;2401;32861;68993;58762;2914;0;1794;0;3549;1233;1287;58928;21949;5050;19856;22158;6719;1071;8412;772;10116;22025;18369;891;0;529;0;1133;426;369;164974;62546;13777;55278;61466;19081;3062;23847;2162;29112;60781;51850;2607;0;1604;0;3142;1087;1052;205713;77367;17434;69070;76636;23707;3811;29680;2695;35917;76246;64390;3181;0;1950;0;3889;1418;1296;59511;22317;5098;19880;22157;6786;1071;8477;780;10314;22069;18679;909;0;570;0;1148;419;381;15092;5564;1353;4930;5597;1737;276;2149;191;2539;5663;4662;219;0;126;0;289;116;113;69772;26387;5930;23439;25984;8137;1259;10011;879;12301;25692;21908;1084;0;692;0;1318;458;465;8586;3239;743;2833;3185;975;169;1251;105;1517;3154;2669;140;0;74;0;164;53;62;80225;30307;6852;26832;29939;9342;1493;11555;1003;14028;29472;25154;1245;0;789;0;1505;518;582;212656;80279;18072;71420;79378;24380;3865;30682;2801;37224;78606;66607;3294;0;1978;0;4053;1451;1330;168650;63438;14456;56375;63010;19346;3138;24242;2206;29446;62418;52650;2618;0;1580;0;3206;1152;1128;8322;3102;725;2721;3091;963;165;1188;100;1443;3058;2582;120;0;75;0;159;56;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1121;462;77;394;402;132;18;160;16;219;404;370;21;0;15;0;19;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10489;3971;887;3518;3951;1192;191;1522;136;1855;3887;3294;161;0;101;0;190;73;61;4605;1775;382;1577;1718;517;76;678;67;826;1725;1448;72;0;87;23;5874;2097;540;1945;2232;672;103;813;73;930;2243;1797;80;0;48;0;119;49;36
286;71631;22703;1907;39779;26494;2238;1494;8547;815;8542;27815;26842;417;119;0;0;857;0;1040;22398;7021;600;12407;8231;702;467;2680;249;2669;8660;8357;134;38;0;0;264;0;336;1883;590;45;1028;679;62;39;230;19;217;732;705;9;3;0;0;19;0;22;42843;13535;1152;23653;15922;1310;880;5148;505;5150;16516;16058;258;85;0;0;502;0;630;31872;10095;861;17650;11781;959;652;3828;394;3767;12349;12022;206;66;0;0;374;0;480;1931;607;48;1088;735;55;41;230;22;234;747;705;13;3;0;0;29;0;34;1159;366;31;646;426;36;21;142;9;142;444;420;6;1;0;0;15;0;18;8508;2675;220;4662;3102;265;173;990;97;991;3312;3169;48;17;0;0;92;0;126;2217;703;61;1239;838;66;47;263;28;268;851;841;18;5;0;0;33;0;36;10029;3162;273;5532;3779;305;201;1214;124;1176;3843;3792;66;18;0;0;123;0;150;29035;9190;768;16184;10751;903;606;3438;349;3507;11175;10800;175;53;0;0;366;0;432;28871;9136;765;15988;10616;912;609;3446;335;3411;11250;10731;165;52;0;0;335;0;404;1099;342;31;614;410;31;22;132;14;130;425;423;6;3;0;0;12;0;16;260;81;7;133;88;8;6;28;3;31;97;95;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1796;569;51;1024;704;48;34;223;23;220;684;694;16;5;0;0;21;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1234;378;38;678;444;32;24;144;12;144;468;478;8;4;0;0;12;0;15
287;93961;27825;5124;45104;36731;6960;535;15725;1148;14057;30185;32295;351;0;3988;72;1437;0;1864;28161;8256;1541;13404;10939;2114;170;4660;335;4266;9103;9654;112;0;1182;36;424;0;537;6160;1813;325;2966;2420;457;33;1010;80;939;1986;2128;24;0;256;6;89;0;115;42130;12525;2260;20100;16507;3032;227;7052;525;6276;13457;14414;155;0;1880;24;624;0;858;34011;10088;1818;16256;13203;2486;189;5688;421;5011;10915;11590;120;0;1494;30;519;0;696;9098;2659;505;4405;3545;666;61;1529;105;1382;2948;3149;36;0;356;0;143;0;168;767;217;45;376;300;50;3;124;9;118;251;269;4;0;30;0;8;0;14;15089;4499;836;7219;5885;1098;89;2485;185;2265;4859;5168;53;0;658;18;227;0;307;1456;439;76;681;557;117;9;241;15;212;475;492;5;0;60;6;24;0;25;15889;4635;855;7593;6236;1171;89;2634;202;2346;5110;5459;63;0;622;6;246;0;308;32745;9602;1784;15688;12720;2417;184;5436;395;4895;10440;11273;134;0;1348;24;490;0;625;34107;10083;1850;16339;13349;2512;190;5695;426;5098;10912;11628;127;0;1462;30;520;0;669;517;146;28;247;206;38;2;89;7;75;156;179;1;0;20;0;8;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;352;108;4;130;136;14;0;52;0;68;102;68;0;0;45;0;0;20;2532;738;150;1182;948;222;18;408;30;408;846;888;12;0;60;15;42;0;30;1601;479;93;783;622;116;13;270;18;237;525;551;6;0;70;0;21;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;306;108;15;147;119;17;1;48;5;37;100;96;0;0;30;0;3;0;10
288;44253;16205;1935;20080;16755;4072;195;6157;0;5676;15032;14456;181;31;0;0;472;0;959;16277;5886;726;7368;6080;1508;67;2269;0;2064;5522;5306;63;8;0;0;174;0;346;1343;473;55;606;482;127;7;174;0;157;456;426;5;1;0;0;16;0;31;19256;7020;846;8646;7187;1783;88;2654;0;2400;6503;6244;78;16;0;0;224;0;403;19303;7109;849;8785;7260;1776;89;2727;0;2449;6611;6305;84;12;0;0;206;0;406;2186;781;104;989;765;210;10;275;0;242;720;707;8;0;0;0;26;0;50;401;151;15;176;153;32;1;56;0;54;137;129;1;1;0;0;8;0;8;6657;2418;299;3022;2476;628;30;903;0;842;2286;2154;30;4;0;0;66;0;142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7138;2623;316;3276;2754;661;32;1007;0;903;2445;2338;31;3;0;0;72;0;138;15066;5487;655;6829;5610;1401;65;2057;0;1898;5050;4885;61;13;0;0;172;0;313;14152;5158;630;6428;5311;1309;63;1974;0;1790;4811;4560;59;9;0;0;156;0;305;117;46;6;54;37;13;1;13;0;12;40;37;0;0;0;0;2;0;2;267;101;10;116;109;21;1;39;0;40;88;87;1;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1316;480;50;568;520;100;4;192;0;186;434;420;4;4;0;0;15;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;829;308;35;389;320;76;4;116;0;120;293;271;4;0;0;0;8;0;15
289;80601;38118;4660;45054;39487;5110;1730;10689;2421;10985;37400;35429;674;78;1384;0;526;0;1276;33036;15576;1909;18401;15991;2086;703;4338;997;4503;15173;14491;289;32;584;0;200;0;538;4988;2339;276;2808;2431;321;102;647;154;683;2239;2190;40;6;92;0;34;0;72;38964;18592;2208;21736;18984;2472;820;5137;1194;5396;17963;17238;334;36;728;0;238;0;644;35687;17108;2057;20099;17391;2226;768;4724;1106;4881;16720;15885;318;26;668;0;222;0;588;6548;3047;375;3589;3197;406;139;869;186;899;3023;2823;49;9;100;0;44;0;100;1486;713;90;852;728;93;28;195;49;200;694;656;13;1;28;0;9;0;24;10215;4866;601;5731;5000;639;221;1326;322;1403;4778;4480;85;10;180;0;64;0;168;1599;773;86;896;764;104;31;198;45;232;708;715;14;2;36;0;10;0;28;11527;5409;661;6308;5591;725;248;1509;328;1540;5274;5025;90;17;192;0;76;0;176;34960;16687;2081;19657;16940;2197;746;4582;1092;4806;16110;15347;308;30;632;0;204;0;558;28087;13475;1602;15784;13661;1759;608;3736;865;3823;13093;12403;256;18;524;0;170;0;474;130;65;8;84;56;9;3;19;6;22;52;60;1;0;4;0;0;0;4;324;145;18;173;161;20;7;42;8;39;150;140;2;0;0;3;4;224;124;4;108;80;16;4;28;4;32;88;108;4;0;6;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;680;331;38;389;339;43;15;92;20;92;336;304;6;0;12;0;3;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;332;170;24;192;160;16;8;40;12;48;162;158;4;0;8;0;0;0;6
290;186355;63805;4260;97684;63737;11332;3765;18929;3216;31075;77359;60535;785;798;0;0;2264;431;2252;62061;21115;1418;32258;21228;3673;1272;6368;1066;10251;25621;20045;256;276;0;0;722;141;738;6738;2290;153;3597;2393;412;133;694;116;1119;2837;2222;29;30;0;0;82;14;75;116777;40048;2721;61425;39861;7258;2315;11727;1988;19588;48520;37898;509;480;0;0;1448;271;1384;82292;28006;1909;44028;28441;5077;1609;8398;1450;14074;34119;26948;355;350;0;0;1005;180;961;12497;4361;290;6431;4244;741;260;1232;198;2033;5169;4016;53;52;0;0;160;35;143;2956;994;65;1546;1020;169;55;304;51;487;1212;959;13;13;0;0;34;6;40;22008;7434;512;11790;7615;1381;433;2211;389;3752;9067;7183;93;90;0;0;274;50;264;3505;1200;82;1873;1179;231;70;348;55;601;1463;1151;15;12;0;0;43;9;42;34302;11791;807;17969;11499;2140;690;3417;576;5671;14219;11010;145;143;0;0;421;82;411;80890;27733;1825;42389;27782;4932;1637;8286;1386;13494;33411;26311;336;352;0;0;992;187;953;68386;23421;1576;36163;23481;4213;1362;6954;1170;11567;28338;22155;290;287;0;0;835;155;806;1048;362;25;544;362;64;20;108;18;176;441;343;3;4;0;0;12;3;11;1035;342;24;573;367;65;20;111;21;178;425;346;5;3;0;14;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2624;926;62;1360;907;152;54;262;45;435;1080;853;12;10;0;0;28;7;29;180;65;4;80;59;4;5;17;2;25;72;56;0;0;1;2;1414;498;33;722;473;91;26;138;24;231;601;460;7;5;0;0;19;4;15
292;643545;289421;11058;370462;252432;56055;8282;129403;9528;95153;211187;200677;22398;0;412;56885;13198;260;36287;301914;135460;5131;173260;118121;26352;3886;60640;4417;44440;98975;94087;10533;0;197;26369;6190;111;17122;21857;9978;406;12511;8449;1847;315;4257;321;3203;7074;6531;735;0;17;1884;449;15;1176;370693;166953;6426;212878;145164;32271;4782;74440;5400;54520;121299;115277;12922;0;244;32206;7557;139;21169;234483;105388;3992;134973;91806;20559;3004;47403;3420;34483;76979;73526;8244;0;146;19981;4803;80;13464;47230;21059;792;27152;18480;4095;584;9561;704;6994;15549;14818;1656;0;30;4297;969;16;2675;11013;4971;178;6319;4289;963;136;2203;157;1632;3625;3434;388;0;8;869;229;3;648;114622;51375;1978;65955;44832;10004;1452;23005;1717;16982;37524;35928;3954;0;69;10339;2345;42;6540;10902;4961;201;6354;4302;934;149;2153;153;1619;3533;3303;359;0;10;985;222;6;605;89852;40483;1524;51919;35444;7839;1139;18063;1315;13203;29426;28051;3139;0;61;7654;1870;29;5172;192873;86501;3250;111169;75745;16847;2427;39016;2875;28602;63190;60591;6764;0;122;16950;3979;70;10999;162523;72633;2749;93683;63754;14302;2006;32872;2457;24109;53329;51040;5689;0;98;15154;3336;53;9298;19597;8744;338;11239;7629;1711;241;4001;307;2892;6408;6151;666;0;12;1844;391;7;1101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;723;324;12;409;283;61;9;146;8;102;234;222;25;0;0;48;15;48;57750;26252;1045;33747;23348;4894;848;11376;833;8809;19006;17166;1893;0;53;5050;1108;53;3102;12907;5793;218;7462;5064;1124;162;2600;192;1879;4209;4024;460;0;8;1215;253;3;736;875;410;14;514;349;75;14;173;12;134;286;267;30;48;20;54;32948;14659;593;18664;12705;2876;389;6575;493;4771;10717;10222;1156;0;13;3059;667;7;1830
293;2197656;950016;59918;1163252;961914;132601;13263;449113;43018;419270;728181;866520;42032;6749;0;2000964;63814;5439;66217;872277;377146;23862;461592;381822;52410;5294;178504;16969;166736;288715;343850;16714;2717;0;792247;25349;2185;26735;51223;22195;1378;27100;22532;3117;304;10463;1007;9782;16979;20176;994;156;0;46798;1503;135;1552;1193776;515164;32472;631126;521705;72455;7227;243348;23292;227132;395485;470247;22663;3621;0;1073324;34607;2953;35508;916998;396802;24956;485399;400960;55103;5553;187810;17844;175406;303370;361742;17642;2843;0;839461;26573;2285;28028;163076;70119;4356;86029;71233;9870;978;33262;3218;30872;53996;64304;3078;475;0;148417;4747;393;4711;16095;6872;438;8509;6991;996;91;3241;315;3022;5350;6301;296;47;0;13761;465;40;462;423239;183000;11585;224236;184926;25394;2583;86320;8186;80694;140328;166907;8078;1307;0;383292;12258;1021;12866;47153;20398;1272;25040;20684;2845;287;9702;903;9051;15607;18654;903;148;0;41674;1358;112;1404;383881;166091;10517;203360;167762;23131;2340;78634;7418;73153;127139;151324;7315;1186;0;345712;11084;934;11786;758592;327406;20598;401431;331894;45973;4576;154616;14880;144408;250986;298747;14442;2308;0;688939;22052;1895;22585;880281;380027;23973;466045;384626;53149;5361;179621;17165;167715;291850;346528;16755;2711;0;799510;25458;2151;26391;29266;12832;808;15553;12822;1716;180;6066;559;5707;9664;11567;561;96;0;28235;843;73;974;3736;1628;109;1999;1637;230;23;773;67;729;1237;1454;74;10;3243;107;132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1706532;744145;46906;913908;744667;100871;10991;352196;34350;331432;564573;673234;31877;5597;0;1562028;49391;3022;53034;59909;25922;1624;31709;26291;3572;361;12286;1179;11513;19779;23689;1163;188;0;54921;1711;156;1833;2949;1291;77;1543;1299;171;16;643;60;598;941;1181;63;4050;80;107;26051;11501;780;13948;11396;1493;154;5438;488;5066;8611;10261;522;88;0;24758;763;69;946
